layer,cosine_sim,cosine_sim_adjusted
0,0.6829756498336792,0.35092493891716003
1,0.6472527980804443,0.37684527039527893
2,0.6915138959884644,0.36698904633522034
3,0.6766329407691956,0.4053822159767151
4,0.685774564743042,0.434530645608902
5,0.7089540362358093,0.4437921941280365
6,0.714481770992279,0.47758620977401733
7,0.7307575345039368,0.5037599802017212
8,0.7360771298408508,0.5049272179603577
9,0.7473154067993164,0.5022568106651306
10,0.7491998076438904,0.5163523554801941
11,0.7469741702079773,0.5160009860992432
12,0.7652393579483032,0.5222009420394897
13,0.7612926363945007,0.5400396585464478
14,0.7580891251564026,0.5392618179321289
15,0.7638946771621704,0.5374887585639954
16,0.7558536529541016,0.5347053408622742
17,0.7478781342506409,0.5171879529953003
18,0.7461591362953186,0.4869690537452698
19,0.7282997965812683,0.47644975781440735
20,0.7126451730728149,0.4513561427593231
21,0.7040741443634033,0.42937785387039185
22,0.6962442398071289,0.4020826518535614
23,0.6989873051643372,0.3798859417438507
24,0.6754986643791199,0.34836333990097046
25,0.6732204556465149,0.343527227640152
26,0.6665693521499634,0.3171525001525879
27,0.6409234404563904,0.3060322105884552
28,0.6368780732154846,0.2958645224571228
29,0.6212434768676758,0.3016951382160187
30,0.572688102722168,0.28713712096214294
31,0.5247020125389099,0.26974061131477356
