seed,language,layer,id,r
43,es,0,19.387418016043714,0.9863419574317465
43,es,1,17.197868818524043,1.0183277230807801
43,es,2,15.789947720682166,1.0110210518745824
43,es,3,14.874609519676278,1.0261077453624845
43,es,4,15.70910365956378,1.0329793662804165
43,es,5,16.03265012623245,1.0262913442406867
43,es,6,15.548627102861461,1.026811557423333
43,es,7,15.529071159266714,1.021925361294661
43,es,8,16.163402580019188,1.029771180088333
43,es,9,16.718599587331777,1.0341045160076592
43,es,10,17.247766456563685,1.02843617198308
43,es,11,18.42951265967166,1.0119056802185553
43,es,12,19.01622556719156,1.019536842426381
43,es,13,17.42514728306062,1.0188910466711063
43,es,14,16.47794119879103,1.012391214800076
43,es,15,16.234325695282788,1.0423986538663808
43,es,16,16.296031147689934,1.0263661713037813
43,es,17,16.286329358532733,1.0344547992162147
43,es,18,15.246023903644138,1.028205481389316
43,es,19,13.87489023833687,1.023820769713762
43,es,20,13.994880588133396,1.021021498007308
43,es,21,14.049820443751404,1.0120115260383584
43,es,22,13.726705197796205,1.0154494697325152
43,es,23,13.56272583472977,1.0112629349570212
43,es,24,13.0220621974337,1.000833040832841
43,es,25,13.274136984012438,0.9935119240572632
43,es,26,13.042869621078196,0.9784035133023974
43,es,27,13.09421023763983,0.9668242440559652
43,es,28,13.111792673220293,0.959462925797327
43,es,29,13.047624797154347,0.9493263773671117
43,es,30,13.347263037954136,0.939745808369497
43,es,31,13.26346993132333,0.9805197444909923
