seed,language,layer,id,r
44,ru,0,13.068008416439287,0.35809364440846686
44,ru,1,16.149298282188262,0.6975005626729268
44,ru,2,16.444284579859332,0.7212218076262291
44,ru,3,15.9709413386987,0.8067975040271165
44,ru,4,17.58036828866936,0.875543795215154
44,ru,5,16.461134143552993,0.8879472362658561
44,ru,6,18.272399192631305,0.9138992816894635
44,ru,7,19.17232015968948,0.940853345601594
44,ru,8,19.081388823516146,0.960919417520765
44,ru,9,19.667222670093473,0.9695164335917636
44,ru,10,20.712953335555646,0.9729816650318682
44,ru,11,20.389578591910034,0.9662970014761222
44,ru,12,20.034132508135553,0.9666738712203011
44,ru,13,19.86218617247775,0.9704958252463088
44,ru,14,20.119007400715265,0.9622826090180843
44,ru,15,19.99897268938382,0.9460866497434436
44,ru,16,18.602674468852562,0.9264813442376616
44,ru,17,17.95324534591531,0.9188845575345028
44,ru,18,17.52336141562912,0.9073124157568072
44,ru,19,17.920808928253752,0.9054463918456173
44,ru,20,17.331608737368907,0.8997865380551129
44,ru,21,16.92248341402204,0.8952275437371983
44,ru,22,16.480474622195096,0.8929077806018761
44,ru,23,16.520182050434496,0.8899497737477569
44,ru,24,16.54387500593644,0.8805372445238903
44,ru,25,16.584931448972362,0.8752316794185305
44,ru,26,16.39506136300505,0.8645205512037831
44,ru,27,16.29693206377888,0.8555619424481267
44,ru,28,16.367221440645782,0.8472177155636639
44,ru,29,16.355320911692807,0.8403475100499614
44,ru,30,15.912524592455288,0.8130070759045835
44,ru,31,15.910860529569764,0.809123761420539
