layer,cosine_sim,cosine_sim_adjusted
0,0.6760204434394836,0.343119353055954
1,0.6325973868370056,0.3615696430206299
2,0.6830503940582275,0.35591423511505127
3,0.6657326221466064,0.39337965846061707
4,0.668403685092926,0.42070135474205017
5,0.6896165013313293,0.4276624917984009
6,0.6948848366737366,0.459678053855896
7,0.7142766714096069,0.4885365664958954
8,0.7207016348838806,0.4879700243473053
9,0.7329433560371399,0.4846135377883911
10,0.7341102361679077,0.4969944655895233
11,0.7320516705513,0.49694591760635376
12,0.7507938742637634,0.5050739645957947
13,0.7486616969108582,0.5234369039535522
14,0.746857762336731,0.5247295498847961
15,0.7567828893661499,0.5271556973457336
16,0.7540769577026367,0.5285248756408691
17,0.748440146446228,0.51384037733078
18,0.7479508519172668,0.48600175976753235
19,0.7337095141410828,0.4767551124095917
20,0.7200232148170471,0.45353734493255615
21,0.7113454937934875,0.43081173300743103
22,0.7039308547973633,0.40316998958587646
23,0.7019851803779602,0.3795919418334961
24,0.6754303574562073,0.34777504205703735
25,0.6646233201026917,0.34204137325286865
26,0.6511427760124207,0.31575679779052734
27,0.630516529083252,0.30396410822868347
28,0.6150813102722168,0.2895890772342682
29,0.5831233263015747,0.2908533215522766
30,0.5780559182167053,0.2877698540687561
31,0.5679029822349548,0.28865376114845276
