layer,cosine_sim,cosine_sim_adjusted
0,0.7152600884437561,0.3731587827205658
1,0.6848806142807007,0.40004122257232666
2,0.7176377177238464,0.38059014081954956
3,0.7064295411109924,0.42247387766838074
4,0.7143799662590027,0.4552023410797119
5,0.7328362464904785,0.45893535017967224
6,0.7408796548843384,0.49409177899360657
7,0.7552600502967834,0.521612286567688
8,0.7612044215202332,0.5230719447135925
9,0.7734919786453247,0.5184645056724548
10,0.7755360007286072,0.5320701003074646
11,0.7734862565994263,0.53419429063797
12,0.7879916429519653,0.5373879075050354
13,0.7839977145195007,0.5547206997871399
14,0.7811353802680969,0.5551844239234924
15,0.7843315005302429,0.5530822277069092
16,0.7779412269592285,0.5489659309387207
17,0.770429790019989,0.534128725528717
18,0.7696051597595215,0.5054967403411865
19,0.7556023001670837,0.49673032760620117
20,0.7380436062812805,0.4730130732059479
21,0.728542685508728,0.4492826461791992
22,0.7264947295188904,0.42390912771224976
23,0.725291907787323,0.39951422810554504
24,0.7052817344665527,0.3688097298145294
25,0.6928853988647461,0.3622451722621918
26,0.6743274331092834,0.33235785365104675
27,0.655864417552948,0.32112762331962585
28,0.6421586275100708,0.30917078256607056
29,0.615723192691803,0.3086036145687103
30,0.6032347679138184,0.3040863573551178
31,0.5993497967720032,0.3065436780452728
