seed,language,layer,id,r
43,de,0,26.971015844158654,1.003531159958905
43,de,1,23.382250578910714,1.0277747824493582
43,de,2,21.722271916684228,1.0487466269603833
43,de,3,17.818880374069742,1.065868833227944
43,de,4,17.461334183071,1.0756279829434459
43,de,5,17.778439458281326,1.0684763614733195
43,de,6,20.058942069979192,1.0688379939668005
43,de,7,19.84974929437639,1.0597899440445395
43,de,8,20.246284439961226,1.0621113590366502
43,de,9,21.551556728962133,1.0646633559369345
43,de,10,21.754219496645042,1.0606397684593016
43,de,11,21.168645293260205,1.0467716479617797
43,de,12,21.203933005006988,1.0483673568273002
43,de,13,21.40143435888036,1.0504960841482711
43,de,14,22.061051396922704,1.0459587917311686
43,de,15,22.3977456075927,1.0727296074533421
43,de,16,23.360487692815685,1.0664032712029041
43,de,17,22.626906963011137,1.0762356241917843
43,de,18,21.207634644192122,1.0718506378371158
43,de,19,20.769140264505808,1.072850960355078
43,de,20,21.075220493173305,1.0668007414242953
43,de,21,20.720335626671904,1.0566482564506643
43,de,22,20.648075267390396,1.0549638441570457
43,de,23,20.690814093918878,1.0423214594815973
43,de,24,20.261230442035593,1.0281406094292913
43,de,25,20.36712021976724,1.0158746305928064
43,de,26,20.61865270121864,1.0013280817246595
43,de,27,20.659747706885568,0.9931245766488715
43,de,28,20.290245763120158,0.9832850243808408
43,de,29,20.257166100705714,0.9788745809981602
43,de,30,19.126715411043154,0.9792257260918313
43,de,31,18.883387521545473,1.0208965348716195
