seed,language,layer,id,r
43,es,0,22.930348634581012,1.022259896969834
43,es,1,23.2070624607843,1.052909271063565
43,es,2,19.95114284243454,1.0496280867849825
43,es,3,18.503058316256936,1.0666211569259956
43,es,4,18.504525824065386,1.0711115990145705
43,es,5,19.253297563375142,1.0625321639468688
43,es,6,19.681273208908667,1.0546492771701157
43,es,7,19.67233924363122,1.045608940514058
43,es,8,20.859960144987166,1.045841222865026
43,es,9,22.345381857678394,1.04511099307875
43,es,10,22.440292790589755,1.0416808407036957
43,es,11,22.084534904359092,1.0281347473218445
43,es,12,21.21183922332072,1.0259422816677823
43,es,13,21.048945749244574,1.0324631730553995
43,es,14,20.668337110808558,1.0281689737599793
43,es,15,20.36208402100163,1.0615814717654728
43,es,16,21.450505268460148,1.052350289125332
43,es,17,21.97060093535222,1.0635330758810941
43,es,18,21.08521904073266,1.0614660754728578
43,es,19,19.538005109439737,1.0615590501680259
43,es,20,19.753865761594216,1.056606912652332
43,es,21,18.917313691735618,1.0485161980603632
43,es,22,18.95651526305753,1.0508112262873852
43,es,23,17.972875553422934,1.0478130107751773
43,es,24,18.28313115400745,1.034751521491872
43,es,25,17.839405936536828,1.0276455845324421
43,es,26,17.936965483025393,1.0085080795573875
43,es,27,17.931554130569356,0.9976662211026986
43,es,28,18.30527931603135,0.9886599863804323
43,es,29,18.358791772058208,0.9816528803501232
43,es,30,18.3240345910046,0.9764974778667461
43,es,31,17.12083143804089,1.0081481309194045
