layer,cosine_sim,cosine_sim_adjusted
0,0.6566261053085327,0.32584136724472046
1,0.6248055100440979,0.35262420773506165
2,0.6757611632347107,0.34821248054504395
3,0.6610328555107117,0.38825055956840515
4,0.6661679744720459,0.41609320044517517
5,0.6893743872642517,0.42534205317497253
6,0.6952965259552002,0.45977792143821716
7,0.7132169604301453,0.4882701635360718
8,0.7192140221595764,0.4890225827693939
9,0.729767918586731,0.484153151512146
10,0.7299933433532715,0.497185617685318
11,0.7291198968887329,0.49740734696388245
12,0.7481037974357605,0.5043768286705017
13,0.7458544969558716,0.522757351398468
14,0.7443180084228516,0.5228219628334045
15,0.7542588710784912,0.525587260723114
16,0.7514230608940125,0.5263634324073792
17,0.7462255954742432,0.511936604976654
18,0.7463077902793884,0.48469123244285583
19,0.7326391339302063,0.4759753942489624
20,0.7192714214324951,0.4528049826622009
21,0.7110745310783386,0.431259423494339
22,0.7041792869567871,0.4031181037425995
23,0.7025560140609741,0.38044530153274536
24,0.6775051951408386,0.349360853433609
25,0.6668214201927185,0.3444053828716278
26,0.6536290049552917,0.31812551617622375
27,0.6341614127159119,0.3070243299007416
28,0.6195697784423828,0.2923993468284607
29,0.5882274508476257,0.2940841317176819
30,0.5840883851051331,0.28947529196739197
31,0.5820066928863525,0.28719228506088257
