seed,language,layer,id,r
42,en,0,17.197029181797408,0.9815319451730712
42,en,1,16.689273816114042,0.979168632789169
42,en,2,16.680818423108025,0.9750904407958473
42,en,3,14.271798631098074,1.0154028989267552
42,en,4,14.672181906368172,1.0243835510124428
42,en,5,15.124569509418134,1.0161909781076712
42,en,6,15.285549620943893,1.0127318887791503
42,en,7,15.492901431606006,1.0044982503886144
42,en,8,16.13807852587958,1.0070772273366555
42,en,9,17.38049921378494,1.0071745571314725
42,en,10,17.007794794322322,1.0090948956437467
42,en,11,17.085376423062428,0.9907272634496966
42,en,12,18.429551987801098,0.9973649859245696
42,en,13,17.673360374059673,1.006196064333876
42,en,14,17.1836078522813,1.0057938207701973
42,en,15,16.886242621603593,1.0440556233446974
42,en,16,16.71798031602613,1.0376519889194624
42,en,17,16.271666803672904,1.0427278034692216
42,en,18,15.32238268839732,1.0409985282659697
42,en,19,15.400512246317561,1.0347066634249926
42,en,20,15.030953085563237,1.0345501432307473
42,en,21,14.587917600874396,1.025443365086381
42,en,22,14.288478709824524,1.0315049487461028
42,en,23,14.511924459261055,1.0309347038777263
42,en,24,14.930680075457142,1.0372562953495252
42,en,25,14.806121516002914,1.0367200376153
42,en,26,15.18395776520954,1.0326722053658652
42,en,27,15.639986010913134,1.032581835424388
42,en,28,15.885000568959962,1.0365560325608938
42,en,29,15.561342356384205,1.0343141452401639
42,en,30,16.355728864080575,1.0404412146549833
42,en,31,14.077190876013075,1.0232998266215005
