seed,language,layer,id,r
43,de,0,12.798495239018994,0.313058519531504
43,de,1,14.214630336218312,0.6762600659743503
43,de,2,15.470117338997536,0.7095707719839301
43,de,3,15.86103997098459,0.7996228546984558
43,de,4,17.310221913772533,0.8663542155581951
43,de,5,16.022022029161516,0.8827203648631449
43,de,6,15.912594619955863,0.9047697068778668
43,de,7,16.223759850522104,0.9284104658928385
43,de,8,16.80171047206901,0.9458018110402282
43,de,9,17.0250076940255,0.9496925965297334
43,de,10,17.206091914838844,0.9489371628004362
43,de,11,17.7554488517745,0.9412343034273613
43,de,12,18.21835664303821,0.9407378763015435
43,de,13,18.99494822671831,0.9471472027983536
43,de,14,18.557119658861513,0.9399245391776492
43,de,15,17.845038842990608,0.9280683234956475
43,de,16,17.41426829298241,0.9115312931828649
43,de,17,16.559687198900487,0.9080283743971713
43,de,18,16.027585685989987,0.8970545899331603
43,de,19,15.954535740437164,0.8949364000813316
43,de,20,15.724326769732663,0.8890454625747862
43,de,21,15.826716758314108,0.8832416080847462
43,de,22,15.936722595609037,0.8796094536128455
43,de,23,15.967430449487034,0.8753140631267825
43,de,24,15.848399118769176,0.8656850541952549
43,de,25,15.85882584157439,0.8580011868338712
43,de,26,15.833884866981853,0.8455444560018831
43,de,27,15.737626541667407,0.8374147207743867
43,de,28,15.715011756158727,0.827339583232069
43,de,29,15.589898457165472,0.8117742751143047
43,de,30,15.486586006008487,0.8002337116445064
43,de,31,15.347346027274964,0.806889017218899
