seed,language,layer,id,r
46,en,0,19.02013163616697,1.0211292737373372
46,en,1,20.319544790636513,1.0282454804619605
46,en,2,18.930192429617783,1.0188790191500683
46,en,3,16.25367988848977,1.046394774186768
46,en,4,16.675638768480102,1.052968698122044
46,en,5,16.127305413651232,1.0408016835181158
46,en,6,16.48284898175813,1.0378843854095499
46,en,7,17.6768901748194,1.032539829501792
46,en,8,17.721836330338515,1.0304783998953209
46,en,9,16.635639865757366,1.0267781806873453
46,en,10,17.10123107015672,1.0285830523515263
46,en,11,16.593174035499143,1.0131341791136965
46,en,12,17.98094599468379,1.0169933996154377
46,en,13,18.44427966258171,1.030377808715592
46,en,14,17.984122058331682,1.0302219527949994
46,en,15,16.93785412714102,1.0714091999448556
46,en,16,17.66903252502791,1.064878697370477
46,en,17,16.98187199864374,1.0730796725020182
46,en,18,16.713409537798643,1.0706617368721667
46,en,19,16.82639959022463,1.0690561811477743
46,en,20,16.717355770219786,1.0689607875427471
46,en,21,15.790438747130063,1.0572927810380661
46,en,22,16.49317811014202,1.062559467469723
46,en,23,16.168985812310233,1.0609905167745892
46,en,24,16.364691304935572,1.0638380091023585
46,en,25,16.29821513751275,1.0617602905053787
46,en,26,16.62388738841721,1.0530859982324072
46,en,27,16.33256688430565,1.0512741499702638
46,en,28,17.186139278073906,1.0535316848670526
46,en,29,17.529325835725714,1.0520573299477
46,en,30,17.541376332848913,1.0634739946851743
46,en,31,17.449377875002135,1.0572000945991074
