seed,language,layer,id,r
43,es,0,17.565821367904245,0.9711567921382912
43,es,1,16.40888856137823,1.0084900625208666
43,es,2,15.853842741840978,1.0104526946370886
43,es,3,16.37380063073682,1.0392113510768597
43,es,4,15.787507591270225,1.0484913361975259
43,es,5,14.851618740512713,1.0471155600029423
43,es,6,15.223425011461435,1.044808564482099
43,es,7,15.797374199405795,1.0372819425239566
43,es,8,15.026487469037155,1.0425081891152344
43,es,9,15.56871233487294,1.0455335572185205
43,es,10,16.424540654798964,1.041785340504936
43,es,11,16.55701130903438,1.0263443313796827
43,es,12,15.6695985914279,1.02557810571884
43,es,13,15.117433441309885,1.030540788544267
43,es,14,14.93045897003112,1.0276563775274774
43,es,15,15.159083074191482,1.0583976211099784
43,es,16,14.876088454732987,1.0510998593674756
43,es,17,14.590719490309876,1.0624528334233168
43,es,18,14.782775259123733,1.0602265900491417
43,es,19,14.774863201882996,1.058417937258831
43,es,20,14.594733861373271,1.0545241564531365
43,es,21,13.965579572203579,1.0449328700513227
43,es,22,14.220552411891871,1.0461030524239874
43,es,23,13.948927767469502,1.0414825124261367
43,es,24,13.834800654896128,1.028737171463095
43,es,25,13.900475182534558,1.0206227301824102
43,es,26,13.702574312156719,0.9986183307046566
43,es,27,13.60963858004899,0.9868279013990426
43,es,28,13.650015359471034,0.978775296323109
43,es,29,13.64470364761169,0.9719515299334663
43,es,30,13.970267140077556,0.9674839884527499
43,es,31,13.87269968600526,0.9998609331061137
