seed,language,layer,id,r
43,de,0,22.65173867521185,0.9552463451178047
43,de,1,21.158646329228574,0.9887982303493263
43,de,2,19.34592228144845,1.012923413368515
43,de,3,16.526309706587373,1.0449762989641784
43,de,4,16.12186238203728,1.0609563689981643
43,de,5,15.903481854632426,1.0546907412305644
43,de,6,15.418815202721085,1.0562164852465408
43,de,7,16.458849550811014,1.0507804240605572
43,de,8,17.81080756136847,1.0544853688897107
43,de,9,18.69799200310001,1.0553437109667752
43,de,10,18.09674033654186,1.05127575694801
43,de,11,18.7313624715741,1.036886310639129
43,de,12,18.861970883654152,1.0395351823144814
43,de,13,19.165109694965153,1.041269312161308
43,de,14,19.152991449577144,1.035275111385131
43,de,15,17.42247704637757,1.0657683850568465
43,de,16,17.98677469676604,1.055316461817628
43,de,17,17.355341821519918,1.0644676511585403
43,de,18,16.9205536512658,1.0622358295475192
43,de,19,17.05224712575151,1.0625616556599138
43,de,20,16.98592784707763,1.058297949346846
43,de,21,16.20195374149325,1.0488303896354065
43,de,22,16.491653973334405,1.047343116898138
43,de,23,16.20215563643169,1.0336460589703738
43,de,24,15.794266158796681,1.0198347517635469
43,de,25,15.764415237593546,1.0078122948104458
43,de,26,15.953593363156143,0.9906400056654274
43,de,27,16.082566319570702,0.9797675515642218
43,de,28,16.265573618620262,0.9721942549439154
43,de,29,16.134889459417888,0.9681715516827745
43,de,30,16.526405619437732,0.9700789943231687
43,de,31,14.690506807153332,1.0028309737094776
