seed,language,layer,id,r
42,fr,0,22.360874579738404,0.9592136089246953
42,fr,1,21.047151077606486,0.9922755394595917
42,fr,2,20.41427402818837,0.9989597085334432
42,fr,3,20.575172455509644,1.0265977823145243
42,fr,4,21.39504764866789,1.039944186317315
42,fr,5,23.95039654720238,1.0317283064143543
42,fr,6,23.466020425279837,1.0285638071888166
42,fr,7,21.69421295670815,1.0179968955000256
42,fr,8,21.472376217713713,1.0219308169811863
42,fr,9,20.66818024352717,1.0250752234965572
42,fr,10,20.23999490817546,1.0205052505190222
42,fr,11,19.61633164393295,1.0055007900378723
42,fr,12,20.17217041821682,1.005928424297346
42,fr,13,18.607392104216704,1.0140360071389016
42,fr,14,18.83174003849322,1.0090500834903546
42,fr,15,21.475372340429605,1.0456380977591042
42,fr,16,21.08054570642392,1.034171572284038
42,fr,17,21.216594698951475,1.047375817878001
42,fr,18,21.009357811814553,1.0440006131511348
42,fr,19,20.360348374727735,1.0421797130021582
42,fr,20,20.283297557298777,1.0382003802936839
42,fr,21,19.130828284001204,1.029962924840989
42,fr,22,20.502690819405085,1.0327033217194863
42,fr,23,21.128836009743598,1.027808154689651
42,fr,24,21.02487577344993,1.0158055436035531
42,fr,25,21.475154918719902,1.0098145603993822
42,fr,26,21.008098245733706,0.9822691885018995
42,fr,27,20.904677914149683,0.9741615065368191
42,fr,28,21.43541610587684,0.968500561407431
42,fr,29,21.828542105962526,0.962936049854035
42,fr,30,21.242996998154343,0.9650116358093959
42,fr,31,19.95577709596733,0.9904722844027564
