seed,language,layer,id,r
43,en,0,15.956139164490024,0.9574784786385916
43,en,1,16.920725988157486,0.9578244952011369
43,en,2,15.86552132740188,0.9549612777870735
43,en,3,15.918404794805124,0.9904505891050852
43,en,4,15.305141704364036,1.0002587322963188
43,en,5,14.520909558763316,0.9923555242656881
43,en,6,14.063993768100813,0.9902074976572912
43,en,7,13.585869708995096,0.9811232163516627
43,en,8,13.573632032356933,0.9842837758524894
43,en,9,13.718390703258475,0.9859142923436182
43,en,10,13.95720927960819,0.987102286934029
43,en,11,14.146008324908408,0.9716824650933185
43,en,12,15.204418136449627,0.9748087122193252
43,en,13,14.774269379042495,0.9889774742148376
43,en,14,14.286663298552936,0.9861609037924965
43,en,15,16.340595262413952,1.0279199305588071
43,en,16,15.816936824091313,1.0228742260882873
43,en,17,16.069208000918238,1.0293296354261747
43,en,18,15.821911960775676,1.0292270272712825
43,en,19,15.870538680290242,1.0278161546076767
43,en,20,15.56527959958858,1.0264998280334223
43,en,21,15.683065191431368,1.0188204887629837
43,en,22,15.851474497334046,1.0254332369293158
43,en,23,15.948461217497226,1.0240119506724221
43,en,24,15.626984162000936,1.0270883672043911
43,en,25,15.973738701255314,1.025327059164116
43,en,26,15.946811762808906,1.0187721860643224
43,en,27,15.818389576151386,1.0187241053553742
43,en,28,16.10939427138424,1.0210284876360878
43,en,29,15.439912750162947,1.0178614430225283
43,en,30,15.211804117299575,1.0282714294795416
43,en,31,13.850753187940098,1.0124146855595677
