seed,language,layer,id,r
43,es,0,19.5861190776478,0.9467129963298504
43,es,1,18.521896886538343,0.9926576511847642
43,es,2,17.248823382923398,0.9964689707396892
43,es,3,15.390607099985862,1.0182210912917014
43,es,4,15.350533799728513,1.026138248200904
43,es,5,15.879654094558385,1.0249201886084414
43,es,6,16.532813095929992,1.022834171050605
43,es,7,16.732993292372562,1.0148942155378382
43,es,8,16.47608791091075,1.0175134084439177
43,es,9,16.56744910138828,1.0225805706212114
43,es,10,16.65683221876634,1.018727661796087
43,es,11,16.21236191358408,1.0048371511187988
43,es,12,16.746300467438576,1.005371954906344
43,es,13,18.267987964951512,1.0113189592191016
43,es,14,17.29884503339003,1.006893647761509
43,es,15,17.046279883547648,1.0370806087391042
43,es,16,17.391060563695838,1.030210436744066
43,es,17,17.801563945905112,1.0403497635103949
43,es,18,17.073966029745904,1.0362452107794833
43,es,19,17.295698027030824,1.0345719102982398
43,es,20,17.269833305030772,1.0308278313828945
43,es,21,16.46216591771803,1.0210408666370343
43,es,22,15.723465291009706,1.0255116604688288
43,es,23,15.123386173920819,1.020831603001309
43,es,24,14.987284930816703,1.0066696445689265
43,es,25,15.291091017515818,0.997999152728601
43,es,26,15.956416449390865,0.974463074595349
43,es,27,16.012332456278195,0.9620112518723726
43,es,28,16.047153022434532,0.9532533010316746
43,es,29,15.596858280669668,0.9461060499273423
43,es,30,15.720305828717985,0.9420179700379291
43,es,31,15.678091407644683,0.9732028914722628
