layer,cosine_sim,cosine_sim_adjusted
0,0.6933732032775879,0.3578971028327942
1,0.6598536968231201,0.37311437726020813
2,0.6943097114562988,0.35411402583122253
3,0.6864656209945679,0.4009610414505005
4,0.698403537273407,0.43557223677635193
5,0.7167762517929077,0.4397958815097809
6,0.7248030304908752,0.47629258036613464
7,0.7421284317970276,0.5062629580497742
8,0.7486136555671692,0.5085886120796204
9,0.7595157027244568,0.503301203250885
10,0.7613672018051147,0.5176969766616821
11,0.7589129209518433,0.5187246203422546
12,0.7752956748008728,0.522140383720398
13,0.7708733081817627,0.5397880673408508
14,0.7678926587104797,0.5383574366569519
15,0.7712992429733276,0.5349343419075012
16,0.7660712003707886,0.5337783098220825
17,0.7585946917533875,0.517326831817627
18,0.758689820766449,0.4888165295124054
19,0.7452669143676758,0.4810534417629242
20,0.7267894148826599,0.45632246136665344
21,0.7181478142738342,0.43342676758766174
22,0.7158478498458862,0.40778648853302
23,0.715120255947113,0.3847671151161194
24,0.6957544684410095,0.35576337575912476
25,0.6826791167259216,0.35022997856140137
26,0.6654146909713745,0.32166868448257446
27,0.6470097899436951,0.31093987822532654
28,0.6348090767860413,0.29951241612434387
29,0.6084968447685242,0.29860612750053406
30,0.5951724648475647,0.2925654351711273
31,0.5937329530715942,0.2910972237586975
