layer,cosine_sim,cosine_sim_adjusted
0,0.6551987528800964,0.34345078468322754
1,0.5976800322532654,0.3624246418476105
2,0.6507726907730103,0.3569536507129669
3,0.6511383652687073,0.40108034014701843
4,0.6722566485404968,0.43723374605178833
5,0.7019584774971008,0.44866111874580383
6,0.7130972743034363,0.48564594984054565
7,0.733008623123169,0.5144356489181519
8,0.7403648495674133,0.5167675018310547
9,0.7532546520233154,0.5143426060676575
10,0.7568395137786865,0.5289821028709412
11,0.7565153241157532,0.5308219790458679
12,0.7731096148490906,0.5349002480506897
13,0.7706683278083801,0.5538709759712219
14,0.7658991813659668,0.5529276728630066
15,0.7684856057167053,0.5510474443435669
16,0.7680408358573914,0.5521281957626343
17,0.7613617181777954,0.5379990935325623
18,0.7628318071365356,0.5101589560508728
19,0.7508338689804077,0.5026172995567322
20,0.7359444499015808,0.47802993655204773
21,0.72625732421875,0.4557935893535614
22,0.7209505438804626,0.4291583001613617
23,0.7183994054794312,0.4046800434589386
24,0.6994619369506836,0.37436407804489136
25,0.6936504244804382,0.37016960978507996
26,0.6585573554039001,0.33650633692741394
27,0.6428707242012024,0.32613885402679443
28,0.6301397681236267,0.31179407238960266
29,0.5990387201309204,0.311636745929718
30,0.594234049320221,0.30629661679267883
31,0.5893858671188354,0.3114611506462097
