layer,cosine_sim,cosine_sim_adjusted
0,0.6570749282836914,0.32577812671661377
1,0.6250931024551392,0.3526960015296936
2,0.6759721636772156,0.34820985794067383
3,0.6611794233322144,0.38828209042549133
4,0.6663385629653931,0.41607293486595154
5,0.6895289421081543,0.425198495388031
6,0.6955198049545288,0.4596782326698303
7,0.7135552167892456,0.4881775379180908
8,0.7195712924003601,0.4889388680458069
9,0.7301721572875977,0.4839761257171631
10,0.7304027080535889,0.49705177545547485
11,0.7295349836349487,0.4972127377986908
12,0.7485424280166626,0.5041200518608093
13,0.746275007724762,0.5225151777267456
14,0.7447808980941772,0.5226370692253113
15,0.7547585964202881,0.5254132151603699
16,0.7520057559013367,0.526292085647583
17,0.7468423843383789,0.5119146108627319
18,0.7469101548194885,0.4845120906829834
19,0.73329097032547,0.47585561871528625
20,0.7199224829673767,0.4526214003562927
21,0.7117280960083008,0.4310667812824249
22,0.7047770023345947,0.4029494524002075
23,0.7032185792922974,0.3802473247051239
24,0.6780741810798645,0.3491724133491516
25,0.6674469113349915,0.34422755241394043
26,0.6542069315910339,0.3179798722267151
27,0.6348362565040588,0.306866854429245
28,0.6203591227531433,0.2922920882701874
29,0.5891820192337036,0.2940833866596222
30,0.5850874781608582,0.28951430320739746
31,0.5829446911811829,0.2872752249240875
