language,layer,cosine_sim_mean,cosine_sim_std,cosine_sim_mean_pm_std,cosine_sim_n_seeds,cosine_sim_adjusted_mean,cosine_sim_adjusted_std,cosine_sim_adjusted_mean_pm_std,cosine_sim_adjusted_n_seeds
de,0,0.6720288793245951,0.013957378177234962,0.672029 +- 0.013957,3,0.3382650713125865,0.010947632145716554,0.338265 +- 0.010948,3
de,1,0.6337016820907593,0.009718581376185035,0.633702 +- 0.009719,3,0.3617605964342753,0.009146925619997791,0.361761 +- 0.009147,3
de,2,0.6829101045926412,0.007524590112904509,0.682910 +- 0.007525,3,0.3561172087987264,0.007524526928492914,0.356117 +- 0.007525,3
de,3,0.6662783225377401,0.006320317750367908,0.666278 +- 0.006320,3,0.3941160837809245,0.005659996112938048,0.394116 +- 0.005660,3
de,4,0.6695615649223328,0.006239911539031684,0.669562 +- 0.006240,3,0.4221794704596202,0.006293178650851078,0.422179 +- 0.006293,3
de,5,0.6910926500956217,0.006227210753631463,0.691093 +- 0.006227,3,0.4305589993794759,0.0058212818616540955,0.430559 +- 0.005821,3
de,6,0.6964530348777771,0.007131765971662985,0.696453 +- 0.007132,3,0.4639811118443807,0.0064583628119261865,0.463981 +- 0.006458,3
de,7,0.7136888106664022,0.006281803213654696,0.713689 +- 0.006282,3,0.49162142475446063,0.006162097422106852,0.491621 +- 0.006162,3
de,8,0.7174830635388693,0.006080440311730276,0.717483 +- 0.006080,3,0.49353814125061035,0.00621653254817702,0.493538 +- 0.006217,3
de,9,0.7270586093266805,0.005793765047384536,0.727059 +- 0.005794,3,0.4911796748638153,0.005908371925860593,0.491180 +- 0.005908,3
de,10,0.7267237703005472,0.005944087692798369,0.726724 +- 0.005944,3,0.5035319228967031,0.006052965703890851,0.503532 +- 0.006053,3
de,11,0.7242341637611389,0.006014236951478979,0.724234 +- 0.006014,3,0.5032026569048563,0.006110621142759049,0.503203 +- 0.006111,3
de,12,0.7415007551511129,0.004563951425821326,0.741501 +- 0.004564,3,0.510026733080546,0.005131074855013705,0.510027 +- 0.005131,3
de,13,0.7384227514266968,0.004863353562698561,0.738423 +- 0.004863,3,0.5269211928049723,0.004833697809784664,0.526921 +- 0.004834,3
de,14,0.7362004915873209,0.004693463113836206,0.736200 +- 0.004693,3,0.5273227691650391,0.005123235230624094,0.527323 +- 0.005123,3
de,15,0.7452627817789713,0.0038811829817910716,0.745263 +- 0.003881,3,0.5302690863609314,0.004908688300002456,0.530269 +- 0.004909,3
de,16,0.7412648995717367,0.0032995729189298274,0.741265 +- 0.003300,3,0.5294109781583151,0.003800166050971977,0.529411 +- 0.003800,3
de,17,0.7341280778249105,0.0032535316892864353,0.734128 +- 0.003254,3,0.514830748240153,0.004188748002286582,0.514831 +- 0.004189,3
de,18,0.7330089012781779,0.0029144508122923886,0.733009 +- 0.002914,3,0.4903060595194499,0.004129274983771268,0.490306 +- 0.004129,3
de,19,0.7176751295725504,0.002822792853750106,0.717675 +- 0.002823,3,0.4801952044169108,0.00365673503855604,0.480195 +- 0.003657,3
de,20,0.7043372591336569,0.0029981685179397348,0.704337 +- 0.002998,3,0.45657627781232196,0.004232382875428047,0.456576 +- 0.004232,3
de,21,0.6949553688367208,0.0030954097635022063,0.694955 +- 0.003095,3,0.4351525902748108,0.004273369918075338,0.435153 +- 0.004273,3
de,22,0.6881753206253052,0.0031445906219369378,0.688175 +- 0.003145,3,0.40661213795344037,0.004659365821785524,0.406612 +- 0.004659,3
de,23,0.6854927142461141,0.003266738204226775,0.685493 +- 0.003267,3,0.383437712987264,0.004654137497272312,0.383438 +- 0.004654,3
de,24,0.6621723969777426,0.0031915501717274045,0.662172 +- 0.003192,3,0.3506661355495453,0.003953124735714211,0.350666 +- 0.003953,3
de,25,0.6516367793083191,0.003629381160138206,0.651637 +- 0.003629,3,0.34443320830663043,0.0037708338293879406,0.344433 +- 0.003771,3
de,26,0.6374529202779134,0.0036520578549517333,0.637453 +- 0.003652,3,0.31831549604733783,0.003625512061413748,0.318315 +- 0.003626,3
de,27,0.617863118648529,0.004249419671061908,0.617863 +- 0.004249,3,0.3064392606417338,0.0036030859438033044,0.306439 +- 0.003603,3
de,28,0.6018778880437216,0.004348307307951475,0.601878 +- 0.004348,3,0.2909539540608724,0.003693336884650454,0.290954 +- 0.003693,3
de,29,0.5701971054077148,0.0054563871694371276,0.570197 +- 0.005456,3,0.2913171648979187,0.0040576210734722265,0.291317 +- 0.004058,3
de,30,0.5673246184984843,0.005573394876347041,0.567325 +- 0.005573,3,0.2866918444633484,0.004361505564967091,0.286692 +- 0.004362,3
de,31,0.5588701367378235,0.0070327044494058145,0.558870 +- 0.007033,3,0.2808791995048523,0.005579515568179629,0.280879 +- 0.005580,3
