seed,language,layer,id,r
44,de,0,14.058151406190849,0.24312183301559206
44,de,1,15.834382791001227,0.2598713304320445
44,de,2,18.192722021747148,0.26125821553571865
44,de,3,18.058631912594635,0.32560956202545716
44,de,4,19.008228923903577,0.3592351728262247
44,de,5,20.150670528187,0.3710777136338765
44,de,6,19.335583110355103,0.42895271209267455
44,de,7,20.75140780315888,0.453519152250077
44,de,8,22.365054450843946,0.46142675721077886
44,de,9,21.323921841530026,0.5037857594331312
44,de,10,20.285730270228207,0.5382315268911451
44,de,11,19.86836660137227,0.5590443642428172
44,de,12,21.14103052791621,0.5523611739420512
44,de,13,19.250925001203132,0.5535074119853314
44,de,14,19.297692308544008,0.5489087824491972
44,de,15,22.374838828181016,0.5663221295335089
44,de,16,20.940246470547166,0.5637192152984549
44,de,17,20.525547119024054,0.589814558743272
44,de,18,19.852482298753397,0.585207471494006
44,de,19,21.878028260585676,0.5860922557802455
44,de,20,20.874448937599663,0.5704699650011837
44,de,21,22.058443638699917,0.5849341416279089
44,de,22,21.89712515588809,0.5987237509477437
44,de,23,21.550675313858548,0.6090525160218977
44,de,24,21.093469836988533,0.6116961373469862
44,de,25,21.180197460667518,0.6225091323597244
44,de,26,21.76402387421831,0.5997231599993282
44,de,27,22.05042390453087,0.6092034202620136
44,de,28,22.53510762092638,0.6081669889693662
44,de,29,21.195453173267897,0.6388980166771427
44,de,30,21.006399074284342,0.6875434416345599
44,de,31,17.07279572307027,0.5937246074547977
