language,layer,id_mean,id_std,id_mean_pm_std,id_n_seeds,r_mean,r_std,r_mean_pm_std,r_n_seeds
de,0,12.456712729241048,0.3154222535923154,12.456713 +- 0.315422,3,0.31592982493549454,0.0055943851043269875,0.315930 +- 0.005594,3
de,1,14.424705173090185,0.33403128253936215,14.424705 +- 0.334031,3,0.6836158461444057,0.005903730261200905,0.683616 +- 0.005904,3
de,2,15.981314578335605,0.5827596010131723,15.981315 +- 0.582760,3,0.7153678273091395,0.004457458437501383,0.715368 +- 0.004457,3
de,3,16.199228508934834,0.2004709618753977,16.199229 +- 0.200471,3,0.8060169643513506,0.005572582476790309,0.806017 +- 0.005573,3
de,4,17.452361807480077,0.33396363043209343,17.452362 +- 0.333964,3,0.8733672200797035,0.006240330912885589,0.873367 +- 0.006240,3
de,5,16.74407132154798,0.8373094723275157,16.744071 +- 0.837309,3,0.8893935043664937,0.00579394249899381,0.889394 +- 0.005794,3
de,6,17.1841397756568,1.0703588629592,17.184140 +- 1.070359,3,0.9138785890570569,0.0073332299228549055,0.913879 +- 0.007333,3
de,7,17.580361220606445,1.154279492459945,17.580361 +- 1.154279,3,0.9378513418778887,0.007668864190364889,0.937851 +- 0.007669,3
de,8,17.865142898279938,0.9287471002017185,17.865143 +- 0.928747,3,0.9564919111600738,0.008105133287038296,0.956492 +- 0.008105,3
de,9,18.15362613400045,0.8756963384841093,18.153626 +- 0.875696,3,0.9609428437339907,0.007415032535872954,0.960943 +- 0.007415,3
de,10,18.689009017573067,1.2008279908252555,18.689009 +- 1.200828,3,0.9610378515307534,0.007415679167750703,0.961038 +- 0.007416,3
de,11,18.812634022366318,0.9517638725506078,18.812634 +- 0.951764,3,0.9539953301300507,0.007589995647286496,0.953995 +- 0.007590,3
de,12,19.28450327456793,0.9011394284292094,19.284503 +- 0.901139,3,0.9524412135933379,0.006730791503865962,0.952441 +- 0.006731,3
de,13,19.97582330369614,0.4975925115380328,19.975823 +- 0.497593,3,0.9582411107753616,0.006336986225302614,0.958241 +- 0.006337,3
de,14,19.5481714352146,0.5880234237897286,19.548171 +- 0.588023,3,0.9505545372557427,0.0064896033460398106,0.950555 +- 0.006490,3
