language,layer,id_mean,id_std,id_mean_pm_std,id_n_seeds,r_mean,r_std,r_mean_pm_std,r_n_seeds
fr,0,12.536976995377918,0.94244833069666,12.536977 +- 0.942448,3,0.43030817730392046,0.012833414757115889,0.430308 +- 0.012833,3
fr,1,13.707443159170715,0.9794340374412411,13.707443 +- 0.979434,3,0.6915377561942658,0.007141381758707519,0.691538 +- 0.007141,3
fr,2,14.970259493514707,0.23973902436318792,14.970259 +- 0.239739,3,0.7246622954648475,0.007162145522659822,0.724662 +- 0.007162,3
fr,3,15.317442507456885,0.3429927762706939,15.317443 +- 0.342993,3,0.8176307777884012,0.008385887576360227,0.817631 +- 0.008386,3
fr,4,15.86497526675297,0.8384248138544832,15.864975 +- 0.838425,3,0.8840052985853818,0.006834291402656076,0.884005 +- 0.006834,3
fr,5,15.476351612393133,0.6890574531802804,15.476352 +- 0.689057,3,0.8973589233352435,0.005276391683856398,0.897359 +- 0.005276,3
fr,6,16.972509754455533,0.9162740098804346,16.972510 +- 0.916274,3,0.9213283110117817,0.00515352957185346,0.921328 +- 0.005154,3
fr,7,17.548835059855787,1.1832108332005382,17.548835 +- 1.183211,3,0.9466987323263233,0.005368991271930892,0.946699 +- 0.005369,3
fr,8,18.460510876005834,1.0884033218426372,18.460511 +- 1.088403,3,0.9653131902017463,0.004210112512483319,0.965313 +- 0.004210,3
fr,9,19.163917742630325,0.5905782862660583,19.163918 +- 0.590578,3,0.9719738173873612,0.003481672000846762,0.971974 +- 0.003482,3
fr,10,19.583990362755426,1.0213349964798295,19.583990 +- 1.021335,3,0.9734395823592791,0.003837547708568102,0.973440 +- 0.003838,3
fr,11,20.04023098386255,1.375349682239367,20.040231 +- 1.375350,3,0.9651124111480086,0.004221117819216269,0.965112 +- 0.004221,3
fr,12,20.00818534807585,1.3865891938195576,20.008185 +- 1.386589,3,0.9638439792180272,0.004270463645029612,0.963844 +- 0.004270,3
fr,13,19.781680632502063,1.3208786798741097,19.781681 +- 1.320879,3,0.9640404256473837,0.004500128216380002,0.964040 +- 0.004500,3
fr,14,19.782066055508015,1.3473000001579625,19.782066 +- 1.347300,3,0.9589650177528488,0.0037965629987744,0.958965 +- 0.003797,3
fr,15,19.25637009951688,1.809941730148857,19.256370 +- 1.809942,3,0.9400809669439305,0.0032936344780634223,0.940081 +- 0.003294,3
fr,16,18.565765213759498,1.5633574142902684,18.565765 +- 1.563357,3,0.9236489897834524,0.0023288654714106057,0.923649 +- 0.002329,3
fr,17,18.245296677158365,1.1110597929873687,18.245297 +- 1.111060,3,0.917769830968601,0.0023007690716226187,0.917770 +- 0.002301,3
fr,18,17.79895680534298,1.2114116666523775,17.798957 +- 1.211412,3,0.9069085536330305,0.0015954589739439922,0.906909 +- 0.001595,3
fr,19,17.846120445656098,0.9692136060562426,17.846120 +- 0.969214,3,0.9057482773252209,0.001151677932507493,0.905748 +- 0.001152,3
fr,20,17.35476167647977,1.0062268154773175,17.354762 +- 1.006227,3,0.8988989075549569,0.0004577184196672768,0.898899 +- 0.000458,3
fr,21,17.007918860592937,0.996055683642861,17.007919 +- 0.996056,3,0.8947683451026268,0.001059926061883653,0.894768 +- 0.001060,3
fr,22,16.776576522686476,1.175379709994735,16.776577 +- 1.175380,3,0.891772477553608,0.0012054898303888338,0.891772 +- 0.001205,3
fr,23,16.587456198361807,1.3508528217611004,16.587456 +- 1.350853,3,0.8880326672942702,0.0011052606448800145,0.888033 +- 0.001105,3
fr,24,16.270036490578587,1.2152912722192881,16.270036 +- 1.215291,3,0.8778551995512648,0.0012181977331927254,0.877855 +- 0.001218,3
fr,25,16.29446079952503,1.0629813005176922,16.294461 +- 1.062981,3,0.8719952952482668,0.0013388058240653808,0.871995 +- 0.001339,3
fr,26,16.175471790673484,1.024321697965593,16.175472 +- 1.024322,3,0.8571891181413569,0.0018315770965443505,0.857189 +- 0.001832,3
fr,27,15.919540867728692,0.8153950495943747,15.919541 +- 0.815395,3,0.8498889846637394,0.001505354055420426,0.849889 +- 0.001505,3
fr,28,15.90466397821857,0.8095165962717137,15.904664 +- 0.809517,3,0.8408922607368409,0.0010902783102447646,0.840892 +- 0.001090,3
fr,29,15.980641251441613,0.7990531119474473,15.980641 +- 0.799053,3,0.8287012802422934,0.0006407687196314028,0.828701 +- 0.000641,3
fr,30,16.15662101968983,0.7381284785477022,16.156621 +- 0.738128,3,0.8153937018114463,0.0010823806575603796,0.815394 +- 0.001082,3
fr,31,16.042749038176318,0.784224358180728,16.042749 +- 0.784224,3,0.802825695133939,0.001289150101244974,0.802826 +- 0.001289,3
