seed,language,layer,id,r
42,en,0,12.375040977973239,0.4587986254754888
42,en,1,15.729003371272391,0.7235794481095971
42,en,2,14.639464910638551,0.7553328430734121
42,en,3,16.688590203120327,0.8276901426336791
42,en,4,16.998244874659942,0.8837715797767978
42,en,5,16.936259943892427,0.8923681531400507
42,en,6,17.189540692644993,0.9127736681869286
42,en,7,17.228329057445077,0.931600019491957
42,en,8,18.008508427837494,0.9489836521140621
42,en,9,18.617498339209106,0.9632033731138566
42,en,10,18.58868716274755,0.9689919891471154
42,en,11,18.5031972985325,0.9587107811112189
42,en,12,19.18056271336506,0.957621713022242
42,en,13,19.855094502066876,0.9612305331876799
42,en,14,19.91115927317874,0.9566425490849834
42,en,15,18.84743424570221,0.9433607502387913
42,en,16,18.59627690168338,0.9269349886186383
42,en,17,17.984112767399356,0.9209627615679463
42,en,18,18.105110980037903,0.9121398951416314
42,en,19,17.585699826824975,0.9122592856220567
42,en,20,17.87644347883708,0.9157609894682742
42,en,21,17.54559856398761,0.915081311252218
42,en,22,17.59508371965265,0.9176430709411346
42,en,23,17.46955421932601,0.9171422280010929
42,en,24,17.020662737605843,0.9165583647237658
42,en,25,17.014461582558166,0.9102402981896526
42,en,26,17.13433495508973,0.9025814764135737
42,en,27,17.010078782383538,0.8988971126050456
42,en,28,17.082570138873265,0.8938614832601514
42,en,29,17.008392055700718,0.8858388317009428
42,en,30,17.264032161386893,0.867836948896224
42,en,31,17.372251913193864,0.8554405913489194
