layer,cosine_sim,cosine_sim_adjusted
0,0.6917151212692261,0.3571532666683197
1,0.6595421433448792,0.38869819045066833
2,0.6976212859153748,0.37570565938949585
3,0.6814776062965393,0.4111630916595459
4,0.6913524270057678,0.44156867265701294
5,0.7158145308494568,0.4515843987464905
6,0.7238210439682007,0.4871617257595062
7,0.7408632040023804,0.5136367082595825
8,0.7467668652534485,0.5140759348869324
9,0.7579630017280579,0.5083645582199097
10,0.7602401971817017,0.5220715999603271
11,0.7585707902908325,0.5226279497146606
12,0.7749154567718506,0.5264220833778381
13,0.772556483745575,0.5458829402923584
14,0.7705473899841309,0.5480579733848572
15,0.7760716080665588,0.5478148460388184
16,0.7681413888931274,0.5439331531524658
17,0.7605411410331726,0.5289167761802673
18,0.7578956484794617,0.49920952320098877
19,0.7396912574768066,0.48824989795684814
20,0.7231220602989197,0.4641547203063965
21,0.7123970985412598,0.4411073625087738
22,0.7030567526817322,0.4133850634098053
23,0.70439213514328,0.39104464650154114
24,0.6799527406692505,0.3579604923725128
25,0.6782700419425964,0.3516513705253601
26,0.6709591150283813,0.32485729455947876
27,0.6452656388282776,0.31256115436553955
28,0.6403931975364685,0.30169352889060974
29,0.6255350708961487,0.30655089020729065
30,0.5771180987358093,0.29238083958625793
31,0.527343213558197,0.27944377064704895
