layer,cosine_sim,cosine_sim_adjusted
0,0.6685779094696045,0.3550756871700287
1,0.6126595735549927,0.37556445598602295
2,0.6663245558738708,0.36958324909210205
3,0.6646297574043274,0.41317132115364075
4,0.6824570298194885,0.4483351409435272
5,0.7107977271080017,0.45872068405151367
6,0.7204710245132446,0.4942111074924469
7,0.73980712890625,0.5228416323661804
8,0.7469770312309265,0.525712251663208
9,0.7615553140640259,0.525757372379303
10,0.7659784555435181,0.5406425595283508
11,0.765861988067627,0.5433414578437805
12,0.781631350517273,0.5476848483085632
13,0.7789263129234314,0.5662583112716675
14,0.7744386792182922,0.565129280090332
15,0.7767938375473022,0.5624505281448364
16,0.7752359509468079,0.5627880096435547
17,0.7682563066482544,0.5487005710601807
18,0.7695360779762268,0.5206048488616943
19,0.7562987804412842,0.5115064382553101
20,0.7418966293334961,0.4864100217819214
21,0.7322750091552734,0.4630777835845947
22,0.7273847460746765,0.43613287806510925
23,0.724839985370636,0.41028836369514465
24,0.7055925726890564,0.37927284836769104
25,0.6996482014656067,0.375237375497818
26,0.6644549369812012,0.34126508235931396
27,0.6475605368614197,0.3308459520339966
28,0.6345828175544739,0.3166567087173462
29,0.6032606959342957,0.31688636541366577
30,0.597557008266449,0.31223127245903015
31,0.58746337890625,0.3165753185749054
