layer,cosine_sim,cosine_sim_adjusted
0,0.6824926137924194,0.35101446509361267
1,0.6470228433609009,0.3768566846847534
2,0.6913104057312012,0.36711329221725464
3,0.676332950592041,0.40536221861839294
4,0.6854865550994873,0.434566855430603
5,0.7087050676345825,0.44392913579940796
6,0.7142151594161987,0.4777446687221527
7,0.7304093241691589,0.503928542137146
8,0.7356820106506348,0.5050954818725586
9,0.7468936443328857,0.5024895071983337
10,0.7487513422966003,0.5165167450904846
11,0.7465280890464783,0.516205906867981
12,0.7647572159767151,0.5224411487579346
13,0.7607985734939575,0.5402698516845703
14,0.7575123906135559,0.5394035577774048
15,0.7632706165313721,0.5376168489456177
16,0.7551569938659668,0.5347221493721008
17,0.7471634149551392,0.5171654224395752
18,0.7454277276992798,0.48706483840942383
19,0.7274972200393677,0.47647523880004883
20,0.7119070291519165,0.45146435499191284
21,0.7034144401550293,0.4295482039451599
22,0.69566810131073,0.40223613381385803
23,0.6983806490898132,0.3800676763057709
24,0.6750779747962952,0.3485639691352844
25,0.6727730631828308,0.34375113248825073
26,0.6661911606788635,0.3173474967479706
27,0.6404978632926941,0.3062668442726135
28,0.636384904384613,0.2960788905620575
29,0.6206545233726501,0.30191072821617126
30,0.5719767808914185,0.2872968018054962
31,0.5240477919578552,0.2698151469230652
