language,layer,cosine_sim_mean,cosine_sim_std,cosine_sim_mean_pm_std,cosine_sim_n_seeds,cosine_sim_adjusted_mean,cosine_sim_adjusted_std,cosine_sim_adjusted_mean_pm_std,cosine_sim_adjusted_n_seeds
de,0,0.6721117496490479,0.013932402306257263,0.672112 +- 0.013932,3,0.33815798163414,0.010955170124391036,0.338158 +- 0.010955,3
de,1,0.6338331699371338,0.009612288895799232,0.633833 +- 0.009612,3,0.36153896649678546,0.009083852637166788,0.361539 +- 0.009084,3
de,2,0.6831906239191691,0.007491643009486183,0.683191 +- 0.007492,3,0.3555564383665721,0.007500418274745524,0.355556 +- 0.007500,3
de,3,0.6669297615687052,0.006319865738197676,0.666930 +- 0.006320,3,0.39359230796496075,0.005660547681018481,0.393592 +- 0.005661,3
de,4,0.6706583499908447,0.006224762752565183,0.670658 +- 0.006225,3,0.4215206305185954,0.006263533281308739,0.421521 +- 0.006264,3
de,5,0.6928911010424296,0.006219017551773583,0.692891 +- 0.006219,3,0.4292554358641307,0.00578753515324919,0.429255 +- 0.005788,3
de,6,0.6990322271982828,0.007140705737720796,0.699032 +- 0.007141,3,0.46285099784533185,0.006441645714933752,0.462851 +- 0.006442,3
de,7,0.7171764969825745,0.006258893470155521,0.717176 +- 0.006259,3,0.49130895733833313,0.0060963075326489445,0.491309 +- 0.006096,3
de,8,0.723222553730011,0.0060208301744749,0.723223 +- 0.006021,3,0.49143778284390766,0.006156014498980305,0.491438 +- 0.006156,3
de,9,0.7346553206443787,0.005777455838468138,0.734655 +- 0.005777,3,0.4871240456899007,0.005817470143633053,0.487124 +- 0.005817,3
de,10,0.7354950507481893,0.005959929564235886,0.735495 +- 0.005960,3,0.49983694156010944,0.005913093765718924,0.499837 +- 0.005913,3
de,11,0.7340819040934244,0.005939107477533529,0.734082 +- 0.005939,3,0.49995626012484234,0.005921229947220363,0.499956 +- 0.005921,3
de,12,0.7519353628158569,0.004542854353370493,0.751935 +- 0.004543,3,0.5070347189903259,0.004972238865786277,0.507035 +- 0.004972,3
de,13,0.7496574521064758,0.004918256536148374,0.749657 +- 0.004918,3,0.5253609220186869,0.004798915007742913,0.525361 +- 0.004799,3
de,14,0.7480071385701498,0.004879199717276032,0.748007 +- 0.004879,3,0.5264782309532166,0.005177822379632345,0.526478 +- 0.005178,3
de,15,0.7577216426531473,0.00416723057916904,0.757722 +- 0.004167,3,0.5295102993647257,0.005052861094122524,0.529510 +- 0.005053,3
de,16,0.7545877695083618,0.0035938810679884033,0.754588 +- 0.003594,3,0.5294264356295267,0.003928038465204068,0.529426 +- 0.003928,3
de,17,0.7489280899365743,0.0034889662965908925,0.748928 +- 0.003489,3,0.5154144565264384,0.004298913865572395,0.515414 +- 0.004299,3
de,18,0.7482268214225769,0.0031798085010178224,0.748227 +- 0.003180,3,0.4880949358145396,0.004263478017076447,0.488095 +- 0.004263,3
de,19,0.7339823246002197,0.0032609452414405016,0.733982 +- 0.003261,3,0.47879670063654584,0.003809447336774118,0.478797 +- 0.003809,3
de,20,0.7205670277277628,0.00348395535188484,0.720567 +- 0.003484,3,0.45556583007176715,0.004392610132525196,0.455566 +- 0.004393,3
de,21,0.7117449641227722,0.0034679083835964016,0.711745 +- 0.003468,3,0.43367640177408856,0.004327345695878864,0.433676 +- 0.004327,3
de,22,0.7044199109077454,0.0034293265690590836,0.704420 +- 0.003429,3,0.40587419271469116,0.004444419208274156,0.405874 +- 0.004444,3
de,23,0.7024101217587789,0.0034556510346077343,0.702410 +- 0.003456,3,0.38270289699236554,0.004392783718077715,0.382703 +- 0.004393,3
de,24,0.6764820019404093,0.0035127828729687974,0.676482 +- 0.003513,3,0.3506793677806854,0.003834955520135786,0.350679 +- 0.003835,3
de,25,0.6661753257115682,0.003979131175734713,0.666175 +- 0.003979,3,0.34500359495480853,0.0036653745964769307,0.345004 +- 0.003665,3
de,26,0.6521521011988322,0.003924559159166702,0.652152 +- 0.003925,3,0.31880616148312885,0.0035442590429040693,0.318806 +- 0.003544,3
de,27,0.6323644518852234,0.004523834543726711,0.632364 +- 0.004524,3,0.3073023160298665,0.0035844066214611565,0.307302 +- 0.003584,3
de,28,0.616928219795227,0.004609161478860248,0.616928 +- 0.004609,3,0.2926430304845174,0.0035999814416679873,0.292643 +- 0.003600,3
de,29,0.5861232479413351,0.005760416340180615,0.586123 +- 0.005760,3,0.2940763235092163,0.004028581255717041,0.294076 +- 0.004029,3
de,30,0.5820532043774923,0.006024710091552426,0.582053 +- 0.006025,3,0.2901984751224518,0.004412526754863503,0.290198 +- 0.004413,3
de,31,0.5749415159225464,0.0077076446619739085,0.574942 +- 0.007708,3,0.2883796691894531,0.005762329970282766,0.288380 +- 0.005762,3
