layer,cosine_sim,cosine_sim_adjusted
0,0.6689963340759277,0.3426896631717682
1,0.6373720765113831,0.36729511618614197
2,0.6801083087921143,0.3568631112575531
3,0.6675446033477783,0.3966306746006012
4,0.6799543499946594,0.4275570809841156
5,0.7047427892684937,0.43850627541542053
6,0.7125630378723145,0.47441011667251587
7,0.7314918041229248,0.5023056268692017
8,0.7385862469673157,0.5037773847579956
9,0.7494910955429077,0.4982730746269226
10,0.7511277198791504,0.5120100378990173
11,0.7496669292449951,0.5119997262954712
12,0.7675943970680237,0.516923725605011
13,0.7640839219093323,0.5361958146095276
14,0.7614191174507141,0.5367924571037292
15,0.7680596709251404,0.5369498133659363
16,0.76084965467453,0.5343949198722839
17,0.7526316046714783,0.5179117321968079
18,0.7500917315483093,0.4887239336967468
19,0.7319014668464661,0.47884416580200195
20,0.7152260541915894,0.4539218246936798
21,0.7044952511787415,0.4320303201675415
22,0.6956128478050232,0.40417829155921936
23,0.6965410113334656,0.38284170627593994
24,0.6723715662956238,0.35054177045822144
25,0.6700302958488464,0.34476953744888306
26,0.6628650426864624,0.3188968300819397
27,0.6367536187171936,0.30670812726020813
28,0.631860613822937,0.2954844832420349
29,0.6162408590316772,0.2997395098209381
30,0.5693484544754028,0.2839425802230835
31,0.5226519703865051,0.2678346633911133
