seed,language,layer,id,r
43,de,0,12.791225334213511,0.31265210382728037
43,de,1,14.244835260547196,0.6769797726348789
43,de,2,15.433257695485334,0.7103696024745803
43,de,3,15.959428880319564,0.799968803810356
43,de,4,17.343669716797013,0.8666002749137633
43,de,5,16.03578151635378,0.8828908779172497
43,de,6,15.924980631979121,0.9051621831020868
43,de,7,16.20537406944978,0.9282369500767822
43,de,8,16.841298255781354,0.9455428823412956
43,de,9,17.08415627476147,0.9498426537452365
43,de,10,17.191162947933005,0.9489180114365936
43,de,11,17.688702379614263,0.9414956263209585
43,de,12,18.20736294041714,0.9407129469837816
43,de,13,19.135706766580412,0.9474297664935022
43,de,14,18.72366644974592,0.9405547678125138
43,de,15,18.002219286030318,0.9293026921447328
43,de,16,17.57955494939872,0.9128583147985316
43,de,17,16.859399967795532,0.9099157968449056
43,de,18,16.275249331048215,0.8984792476622454
43,de,19,16.106316953132062,0.8965345559337897
43,de,20,15.805991947729856,0.8906472887433752
43,de,21,15.94574360482787,0.8852423686210155
43,de,22,16.043077453014124,0.8817283019891512
43,de,23,16.039921931685242,0.8774614884942277
43,de,24,15.902155976358484,0.8677417472954324
43,de,25,15.94326477941881,0.8600238731936178
43,de,26,15.802269077939673,0.8468147520491666
43,de,27,15.946422554569471,0.8382168624497115
43,de,28,15.897431731021605,0.827714150743292
43,de,29,15.841684291777232,0.8116659394507816
43,de,30,15.559455739908197,0.799123000681013
43,de,31,15.320068134025052,0.805133007659215
