language,layer,cosine_sim_mean,cosine_sim_std,cosine_sim_mean_pm_std,cosine_sim_n_seeds,cosine_sim_adjusted_mean,cosine_sim_adjusted_std,cosine_sim_adjusted_mean_pm_std,cosine_sim_adjusted_n_seeds
fr,0,0.6628219882647196,0.007073008948121812,0.662822 +- 0.007073,3,0.34898144006729126,0.005757586652794401,0.348981 +- 0.005758,3
fr,1,0.6076113184293112,0.008700130934298547,0.607611 +- 0.008700,3,0.3704447348912557,0.007037079385204922,0.370445 +- 0.007037,3
fr,2,0.6606665849685669,0.008676049134361596,0.660667 +- 0.008676,3,0.3648957808812459,0.006903006851458297,0.364896 +- 0.006903,3
fr,3,0.6596192121505737,0.0074401423299822,0.659619 +- 0.007440,3,0.40823113918304443,0.006366778260406951,0.408231 +- 0.006367,3
fr,4,0.6788538098335266,0.005782504053137762,0.678854 +- 0.005783,3,0.4440644284089406,0.005966582326595846,0.444064 +- 0.005967,3
fr,5,0.7080004215240479,0.005275480992996288,0.708000 +- 0.005275,3,0.45515599846839905,0.0055509765909543055,0.455156 +- 0.005551,3
fr,6,0.7182981173197428,0.004500869011678582,0.718298 +- 0.004501,3,0.49141987164815265,0.0048827295670516415,0.491420 +- 0.004883,3
fr,7,0.7374940713246664,0.003948303332745039,0.737494 +- 0.003948,3,0.5199328660964966,0.004605002225749282,0.519933 +- 0.004605,3
fr,8,0.7442963918050131,0.003619384954134055,0.744296 +- 0.003619,3,0.5222376386324564,0.004725471426252009,0.522238 +- 0.004725,3
fr,9,0.7580144206682841,0.004445593716557993,0.758014 +- 0.004446,3,0.5205071767171224,0.005678449250426057,0.520507 +- 0.005678,3
fr,10,0.7618894577026367,0.00478892447610603,0.761889 +- 0.004789,3,0.5352072914441427,0.005766624176200598,0.535207 +- 0.005767,3
fr,11,0.761562724908193,0.004866455991512821,0.761563 +- 0.004866,3,0.5374643405278524,0.006165996495881289,0.537464 +- 0.006166,3
fr,12,0.7771512468655905,0.004525332904239297,0.777151 +- 0.004525,3,0.5414867202440897,0.006230834136373933,0.541487 +- 0.006231,3
fr,13,0.7748732169469198,0.00431963576939005,0.774873 +- 0.004320,3,0.5602235396703085,0.006036162996267755,0.560224 +- 0.006036,3
fr,14,0.7706488370895386,0.004502591480132003,0.770649 +- 0.004503,3,0.5598196585973104,0.006127763565040444,0.559820 +- 0.006128,3
fr,15,0.7736604412396749,0.004583786247870968,0.773660 +- 0.004584,3,0.5583406289418539,0.006208993322766232,0.558341 +- 0.006209,3
fr,16,0.7726449171702067,0.0040669396708034045,0.772645 +- 0.004067,3,0.5587108929951986,0.005637383894634962,0.558711 +- 0.005637,3
fr,17,0.7661058108011881,0.004116398391875206,0.766106 +- 0.004116,3,0.5450561245282491,0.006016588816241206,0.545056 +- 0.006017,3
fr,18,0.7677270372708639,0.004169655993588386,0.767727 +- 0.004170,3,0.5172701080640157,0.005983882063967437,0.517270 +- 0.005984,3
fr,19,0.755036731561025,0.0035848539452024474,0.755037 +- 0.003585,3,0.5087258418401083,0.005108300632798509,0.508726 +- 0.005108,3
fr,20,0.74066690603892,0.004066120921645247,0.740667 +- 0.004066,3,0.4843207498391469,0.005303720897045871,0.484321 +- 0.005304,3
fr,21,0.7311849991480509,0.004233810970995748,0.731185 +- 0.004234,3,0.4614502688248952,0.004797585937186759,0.461450 +- 0.004798,3
fr,22,0.726276159286499,0.004570286350594337,0.726276 +- 0.004570,3,0.4347265263398488,0.00473982054093596,0.434727 +- 0.004740,3
fr,23,0.7239214579264323,0.004783810575399411,0.723921 +- 0.004784,3,0.4094770948092143,0.004130903848802498,0.409477 +- 0.004131,3
fr,24,0.7047363917032877,0.004601500736229128,0.704736 +- 0.004602,3,0.37851449847221375,0.003512073337610465,0.378514 +- 0.003512,3
fr,25,0.6990532875061035,0.004832166132227965,0.699053 +- 0.004832,3,0.3742088774840037,0.0033249778684896585,0.374209 +- 0.003325,3
fr,26,0.6639049649238586,0.004786878288660153,0.663905 +- 0.004787,3,0.34030911326408386,0.003166664301562788,0.340309 +- 0.003167,3
fr,27,0.6477079391479492,0.004564956968557425,0.647708 +- 0.004565,3,0.3298971354961395,0.0031223932407516424,0.329897 +- 0.003122,3
fr,28,0.6348545749982198,0.004516035349874958,0.634855 +- 0.004516,3,0.3156372507413228,0.003174853681880668,0.315637 +- 0.003175,3
fr,29,0.6039470831553141,0.004860532425179121,0.603947 +- 0.004861,3,0.31585367520650226,0.0035240008033445972,0.315854 +- 0.003524,3
fr,30,0.5988506277402242,0.004943094476661627,0.598851 +- 0.004943,3,0.31127411127090454,0.004259096700124206,0.311274 +- 0.004259,3
fr,31,0.5923600594202677,0.006244804709123436,0.592360 +- 0.006245,3,0.3171142637729645,0.005551686232344494,0.317114 +- 0.005552,3
