filename,total_samples,mismatch_count,mislang_pct,avg_response_length,top1_lang,top1_count,top1_pct,top2_lang,top2_count,top2_pct,top3_lang,top3_count,top3_pct
train_lacomsa_relabeled.jsonl,9991,3822,38.25,3281.01,en,2887,75.54,es,351,9.18,hi,51,1.33
