seed,language,layer,id,r
45,es,0,23.70187879877159,0.9740863781564675
45,es,1,20.47370646139649,1.0104416877342228
45,es,2,20.563376987287395,1.0111079427545921
45,es,3,18.096195385939687,1.0331097565291592
45,es,4,16.359145136694284,1.044118237378685
45,es,5,16.07456315880591,1.0409031928885981
45,es,6,15.706344666560598,1.0392097239443303
45,es,7,16.029051231383267,1.0347211766346276
45,es,8,15.30851758625339,1.0387338230730714
45,es,9,15.386650340753205,1.0415795793988833
45,es,10,15.682191824765294,1.0383730746913935
45,es,11,15.978843415533857,1.0230490656486588
45,es,12,16.470604983668427,1.021901858240986
45,es,13,15.651391746201996,1.0269285447064183
45,es,14,15.93411415921214,1.0206133533519934
45,es,15,15.88875237208378,1.0506358955927946
45,es,16,15.892178316311814,1.0411794822934757
45,es,17,15.826322969453333,1.0512391719355003
45,es,18,15.6147195611114,1.0480895844834734
45,es,19,15.989689837680586,1.0475392602149287
45,es,20,16.154129449792457,1.0431424549256394
45,es,21,15.760589225762704,1.0338344678092672
45,es,22,15.573692304361492,1.0375641372632913
45,es,23,16.100401233326416,1.0339262060256589
45,es,24,16.262757419140893,1.022828956087862
45,es,25,16.370025063784855,1.0135370892944298
45,es,26,17.526283017964808,0.9956851687471613
45,es,27,17.83866035421249,0.9832955357988268
45,es,28,18.005199048583616,0.9739983125905163
45,es,29,17.659731053559454,0.9655471448263846
45,es,30,18.206790631126793,0.9604224670101618
45,es,31,17.094112786128107,0.9903843948634671
