layer,cosine_sim,cosine_sim_adjusted
0,0.6929101347923279,0.3579265773296356
1,0.6594732403755188,0.37313777208328247
2,0.6939995288848877,0.35462841391563416
3,0.6860654354095459,0.40142297744750977
4,0.6972736120223999,0.43613919615745544
5,0.7151795625686646,0.44089654088020325
6,0.7227506637573242,0.4773239195346832
7,0.7397717237472534,0.506473183631897
8,0.7448029518127441,0.510653555393219
9,0.7545208930969238,0.5071064233779907
10,0.7555556297302246,0.5212618112564087
11,0.7524988055229187,0.5223332047462463
12,0.7681214213371277,0.5260000824928284
13,0.7627792358398438,0.5425556302070618
14,0.7586646676063538,0.5406619906425476
15,0.7617971897125244,0.5375878810882568
16,0.7556270360946655,0.534967303276062
17,0.7468763589859009,0.5187221169471741
18,0.7463300824165344,0.4936516284942627
19,0.7316614985466003,0.4853973090648651
20,0.713106095790863,0.46008116006851196
21,0.70338374376297,0.4379529058933258
22,0.7014033198356628,0.41213512420654297
23,0.6994433403015137,0.3892921507358551
24,0.6822198033332825,0.3591601550579071
25,0.6692913770675659,0.35240331292152405
26,0.6518263220787048,0.32392993569374084
27,0.6334778070449829,0.3124077320098877
28,0.6195634007453918,0.2998630106449127
29,0.5919488072395325,0.29721900820732117
30,0.5797362923622131,0.2896531820297241
31,0.5732420682907104,0.28444427251815796
