layer,cosine_sim,cosine_sim_adjusted
0,0.6547553539276123,0.3434787690639496
1,0.5972263216972351,0.3622688055038452
2,0.6505643725395203,0.35733553767204285
3,0.6509140133857727,0.4015313386917114
4,0.6715564131736755,0.43788692355155945
5,0.7007904052734375,0.44979995489120483
6,0.7114214897155762,0.48663678765296936
7,0.7305305004119873,0.514477550983429
8,0.7363163232803345,0.5183614492416382
9,0.7480096220970154,0.5176877975463867
10,0.7510560750961304,0.532102644443512
11,0.7501587271690369,0.5340246558189392
12,0.7660084962844849,0.5383484959602356
13,0.7628335952758789,0.5561638474464417
14,0.7569591999053955,0.554702639579773
15,0.7586939930915833,0.5527435541152954
16,0.7575907111167908,0.5528281927108765
17,0.7493870854377747,0.5385836958885193
18,0.7498608827590942,0.5142804980278015
19,0.7368083596229553,0.5064556002616882
20,0.7217571139335632,0.4813770651817322
21,0.7104452848434448,0.4593948423862457
22,0.7051281929016113,0.43245694041252136
23,0.7011010050773621,0.4080098867416382
24,0.6836501359939575,0.3760451078414917
25,0.6772937178611755,0.3704279959201813
26,0.6419187784194946,0.3366897702217102
27,0.6254847049713135,0.3251766264438629
28,0.6109957695007324,0.3093392252922058
29,0.5787512063980103,0.3073551058769226
30,0.5747990608215332,0.3004656434059143
31,0.5642269253730774,0.30058953166007996
